Location Number,Location Name,Location Type,Address,City,State,Zip Code,Phone Number,County,Latitude,Longitude,Accuracy
AZ0165,Fredonia Public Library,Library System,130 North Main Street,Fredonia,AZ,86022,(928) 643-7137,Coconino,36.9026846,-112.7544181,STREET_ADDRESS: RANGE_INTERPOLATED
AZ0174-001,Kaibab Paiute Public Library,Central Library,1 North Pipe Springs Road,Fredonia,AZ,86022,(928) 643-6004,Mohave,36.8974199,-112.7494456,ROUTE: GEOMETRIC_CENTER
AZ0174,Kaibab Paiute Tribal Library,Library System,1 North Pipe Springs Road,Fredonia,AZ,86022,(928) 643-6025,Mohave,36.8974199,-112.7494456,ROUTE: GEOMETRIC_CENTER
AZ0001-006,Sanders Public Library,Branch Library,I-40 Exit 339 North,"Frontage Road, Sanders",AZ,86512,(928) 688-2677,Apache,35.2536606,-109.2826247,
AZ0175-001,Ft. Mcdowell Yavapai Nation Tribal Library,Central Library,16708 North Fort Mcdowell Road,Ft. Mcdowell,AZ,85264,(480) 816-7848,Maricopa,33.6221856,-111.6818055,
AZ0183-001,San Lucy Library,Central Library,1125 C Street,Gila Bend,AZ,85337,(928) 683-2012,Maricopa,32.8844859,-112.7317425,
AZ0183,San Lucy Library,Library System,1125 C Street,Gila Bend,AZ,85337,(928) 683-2012,Maricopa,32.8844859,-112.7317425,
AZ0028-018,Southeast Regional Library,Branch Library,775 North Greenfield Road,Gilbert,AZ,85234,(602) 652-3000,Maricopa,33.3639249,-111.7377892,
AZ0028-022,Perry Branch Library,Branch Library,1965 East Queen Creek Road,Gilbert,AZ,85297,(602) 652-3000,Maricopa,33.2626032,-111.7478894,
AZ0033-003,Velma Teague Branch Library,Branch Library,7010 North 58Th Avenue,Glendale,AZ,85301,(623) 930-3430,Maricopa,33.5392744,-112.1837294,
AZ0033-001,Glendale Main Library,Central Library,5959 West Brown Street,Glendale,AZ,85302,(623) 930-3530,Maricopa,33.5778928,-112.1869409,
AZ0033,Glendale Public Library,Library System,5959 West Brown Street,Glendale,AZ,85302,(623) 930-3546,Maricopa,33.5778928,-112.1869409,
AZ0033-004,Foothills Branch Library,Branch Library,19055 North 57Th Avenue,Glendale,AZ,85308,(623) 930-3830,Maricopa,33.6594755,-112.1798495,
AZ0028-012,Gila Bend Branch Library,Branch Library,202 North Euclid,Glia Bend,AZ,85337,(602) 652-3000,Maricopa,32.9482075,-112.7183836,
AZ0102-001,Gila County Library District,Central Library,1400 East Ash Street,Globe,AZ,85501,(928) 402-8768,Gila,33.3953972,-110.7714007,
AZ0102,Gila County Library District,Library System,1400 East Ash Street,Globe,AZ,85501,(928) 402-8770,Gila,33.3953972,-110.7714007,
AZ0124,Globe Public Library,Library System,339 South Broad Street,Globe,AZ,85501,(928) 425-6111,Gila,33.3938055,-110.7858962,
AZ0124-002,Globe Public Library,Central Library,339 South Broad Street,Globe,AZ,85501,(928) 425-6111,Gila,33.3942223,-110.7864984,
AZ0042-013,Golden Valley Community Library,Branch Library,3417 North Verde Road,Golden Valley,AZ,86413,(928) 565-2989,Mohave,35.2260353,-114.2184658,
AZ0028-023,Goodyear Branch Library,Branch Library,250 North Litchfield Road Suite 185,Goodyear,AZ,85338,(602) 652-3000,Maricopa,33.449347,-112.3591464,
AZ0169-009,Grand Canyon Community Library,Branch Library,208 Navajo Street,Grand Canyon,AZ,86023,(928) 638-2718,Coconino,36.0551298,-112.1349248,
AZ0064-009,Joyner-Green Valley Branch Library,Branch Library,601 North La Canada Drive,Green Valley,AZ,85614,(520) 594-5295,Pima,31.8814728,-110.9970945,STREET_ADDRESS: ROOFTOP
AZ0001-004,Greer Memorial Library,Branch Library,74 A Main Street,Greer,AZ,85927,(928) 735-7710,Apache,34.0023939,-109.4614697,
AZ0028-006,Guadalupe Branch Library,Branch Library,9241 South Avenida Del Yaqui,Guadalupe,AZ,85283,(602) 652-3000,Maricopa,33.3624843,-111.9626837,
AZ0125,Hayden Public Library,Library System,219 East 5Th Street,Hayden,AZ,85135,(520) 356-7031,Gila,32.9903409,-110.7722024,STREET_ADDRESS: RANGE_INTERPOLATED
AZ0125-002,Hayden Public Library,Central Library,219 East 5Th Street,Hayden,AZ,85135,(520) 356-7031,Gila,32.9903409,-110.7722024,
AZ0107-017,Rim Community Library,Branch Library,3404 Mustang Avenue,Heber,AZ,85928,(928) 535-5749,Navajo,34.4129406,-110.5595454,
AZ0160-002,Holbrook Public Library,Central Library,403 Park Street,Holbrook,AZ,86025,(928) 524-3732,Navajo,34.9070148,-110.154951,
AZ0160,Holbrook Public Library,Library System,403 Park Street,Holbrook,AZ,86025,(928) 524-3732,Navajo,34.9070148,-110.154951,
AZ0107-020,Navajo County Library District,Central Library,121 West Buffalo Street,Holbrook,AZ,86025,(928) 524-4745,Navajo,34.9037643,-110.1593296,
AZ0107,Navajo County Library District,Library System,121 West Buffalo Street,Holbrook,AZ,86025,(928) 524-4745,Navajo,34.9037643,-110.1593296,
AZ0113-002,Huachuca City Public Library,Central Library,506 North Gonzales Boulevard,Huachuca City,AZ,85616,(520) 456-1063,Cochise,31.6324346,-110.3353771,
AZ0113,Huachuca City Public Library,Library System,506 North Gonzales Boulevard,Huachuca City,AZ,85616,(520) 456-1063,Cochise,31.6324346,-110.3353771,
AZ0067-022,Dewey-Humboldt Town Library,Branch Library,2735 South Corral Street,Humboldt,AZ,86329,(928) 632-5049,Yavapai,34.5035831,-112.2390264,
AZ0152-002,Jerome Public Library,Central Library,600 Clark Street,Jerome,AZ,86331,(928) 639-0574,Yavapai,34.7479388,-112.1142842,
AZ0152,Jerome Public Library,Library System,600 Clark Street,Jerome,AZ,86331,(928) 639-0574,Yavapai,34.7479388,-112.1142842,
AZ0100-006,Kayenta Community Library,Branch Library,Highway 163; 1 Mile West Of Highway,Kayenta,AZ,86033,(928) 697-5563,Navajo,36.82782,-110.24053,
AZ0136-002,Kearny Public Library,Central Library,912-A Tilbury Road,Kearny,AZ,85137,(520) 363-5861,Pinal,33.0524515,-110.9164619,
AZ0136,Kearny Public Library,Library System,912-A Tilbury Road,Kearny,AZ,85137,(520) 363-5861,Pinal,33.0524515,-110.9164619,
AZ0042-010,Kingman Branch Library,Branch Library,3269 North Burbank Street,Kingman,AZ,86409,(928) 692-2665,Mohave,35.2248792,-114.0292175,
AZ0042,Mohave County Library District,Library System,3269 North Burbank Street,Kingman,AZ,86409,(928) 692-5763,Mohave,35.2248792,-114.0292175,
AZ0181-001,Hopi Public Library,Bookmobile,1 Main Street,Kykotsmovi,AZ,86039,(928) 734-4500,Navajo,35.870324,-110.6224732,
AZ0181,Hopi Public Library,Library System,1 Main Street,Kykotsmovi,AZ,86039,(928) 734-3501,Navajo,35.870324,-110.6224732,
AZ0042-003,Lake Havasu Branch Library,Branch Library,1770 North Mcculloch Boulevard,Lake Havasu City,AZ,86403,(928) 453-0718,Mohave,34.4771571,-114.3390272,
AZ0161-002,Larson Memorial Public Library,Central Library,1595 Johnson Drive,Lakeside,AZ,85929,(928) 368-6688,Navajo,34.1486507,-109.9717902,PREMISE: ROOFTOP
AZ0028-008,Litchfield Park Branch Library,Branch Library,101 West Wigwam Boulevard,Litchfield Park,AZ,85340,(602) 652-3000,Maricopa,33.4933743,-112.3579364,
AZ0137-002,Mammoth Public Library,Central Library,125 North Clark Street,Mammoth,AZ,85618,(520) 487-2026,Pinal,32.7218238,-110.6412108,
AZ0137,Mammoth Public Library,Library System,125 North Clark Street,Mammoth,AZ,85618,(520) 487-2026,Pinal,32.7218238,-110.6412108,
AZ0064-011,Geasa-Marana Branch Library,Branch Library,13370 Lon Adams Road,Marana,AZ,85653,(520) 594-5255,Pima,32.449326,-111.207553,
AZ0138-002,Maricopa Public Library,Central Library,41600 West Smith Enke Road,Maricopa,AZ,85138,(520) 568-2926,Pinal,33.073932,-112.014841,
AZ0138,Maricopa Public Library,Library System,41600 West Smith Enke Road,Maricopa,AZ,85138,(520) 568-2926,Pinal,33.073932,-112.014841,
AZ0182-001,Ak-Chin Indian Community Library,Central Library,46521 West Farrell Road,Maricopa,AZ,85139,(520) 568-1676,Pinal,33.0274963,-112.0678902,
AZ0182,Ak-Chin Indian Community Library,Library System,46521 West Farrell Road,Maricopa,AZ,85139,(520) 568-1676,Pinal,33.0274963,-112.0678902,
AZ0067-005,Cordes Lakes Public Library,Branch Library,15989 Cordes Lakes Drive,Mayer,AZ,86333,(928) 632-5492,Yavapai,34.311037,-112.104515,
AZ0067-007,Mayer Public Library,Branch Library,10004 Wicks Avenue,Mayer,AZ,86333,(928) 632-7370,Yavapai,34.3975443,-112.2370374,
AZ0048-006,Mcnary Community Library,Branch Library,208 Pine Street,Mcnary,AZ,85930,(3 ) -,Apache,34.0734937,-109.8521286,ROUTE: GEOMETRIC_CENTER
AZ0042-004,Meadview Community Library,Branch Library,149 East Meadview Boulevard,Meadview,AZ,86444,(928) 564-2535,Mohave,36.0018185,-114.0703936,STREET_ADDRESS: RANGE_INTERPOLATED
AZ0034,City Of Mesa Main Library,Library System,64 East 1St Street,Mesa,AZ,85201,(480) 644-2712,Maricopa,33.4172892,-111.8304838,
AZ0034-006,Main Library,Central Library,64 East 1St Street,Mesa,AZ,85201,(480) 644-2207,Maricopa,33.4172892,-111.8304838,
AZ0034-002,Dobson Ranch Branch Library,Branch Library,2425 South Dobson Road,Mesa,AZ,85202,(480) 644-3441,Maricopa,33.3709618,-111.8789666,
AZ0034-003,Red Mountain Branch Library,Branch Library,635 North Power Road,Mesa,AZ,85205,(480) 644-3184,Maricopa,33.4275277,-111.6836568,
AZ0126-002,Miami Memorial Library,Central Library,282 South Adonis Avenue,Miami,AZ,85539,(928) 473-2621,Gila,33.3960771,-110.8690346,
AZ0126,Miami Memorial Library,Library System,282 South Adonis Avenue,Miami,AZ,85539,(928) 473-2621,Gila,33.3960771,-110.8690346,
AZ0178-001,Ava Ich Asiit Tribal Library,Central Library,1605 Plantation Road,Mohave Valley,AZ,86440,(928) 346-2665,Mohave,34.8515848,-114.5931781,
AZ0178,Ava Ich Asiit Tribal Library,Library System,1605 Plantation Road,Mohave Valley,AZ,86440,(928) 346-2665,Mohave,34.8515848,-114.5931781,
AZ0172-001,Morenci Community Libaray,Central Library,346 Plaza Drive,Morenci,AZ,85540,(928) 865-2775,Greenlee,33.0519696,-109.3288113,
AZ0172,Morenci Community Library,Library System,346 Plaza Drive,Morenci,AZ,85540,(928) 865-2775,Greenlee,33.0519696,-109.3288113,
AZ0064-004,Dewhirst-Catalina Branch Library,Branch Library,15631 North Oracle Road,"No. 199, Tucson",AZ,85739,(520) 594-5240,Pima,32.4904397,-110.9253345,
AZ0064-019,Dusenberry-River Branch Library,Branch Library,5605 East River Road,"No.105, Tucson",AZ,85750,(520) 594-5345,Pima,32.2746932,-110.8737173,
AZ0065-005,Nogales - Rochlin Public Library,Central Library,518 Grand Avenue,Nogales,AZ,85621,(520) 287-3343,Santa Cruz,31.3404741,-110.9370126,
AZ0065,Nogales/Santa Cruz County Public Library,Library System,518 North Grand Avenue,Nogales,AZ,85621,(520) 285-5710,Santa Cruz,31.3404741,-110.9370126,
AZ0050-017,Oracle Public Library,Branch Library,565 East American Avenue,Oracle,AZ,85623,(520) 896-2121,Pinal,32.6102669,-110.7666694,
AZ0109-001,Oro Valley Public Library,Central Library,1305 West Naranja Drive,Oro Valley,AZ,85737,(520) 229-5300,Pima,32.4089443,-110.9944194,
AZ0109,Oro Valley Public Library,Library System,1305 West Naranja Drive,Oro Valley,AZ,85737,(520) 229-5302,Pima,32.4089443,-110.9944194,
AZ0167-002,Page Public Library,Central Library,479 South Lake Powell Boulevard,Page,AZ,86040,(928) 645-4270,Coconino,36.9098101,-111.4615616,
AZ0167,Page Public Library,Library System,479 South Lake Powell Boulevard,Page,AZ,86040,(928) 645-4272,Coconino,36.9098101,-111.4615616,
AZ0103,Colorado River Indian Tribes Library/Archives,Library System,26600 Mohave Road,Parker,AZ,85344,(928) 669-9211,La Paz,33.9446165,-114.4231413,
AZ0103-002,Colorado River Indian Tribes Public Library/Archives,Central Library,26600 Mohave Road,Parker,AZ,85344,(928) 669-9211,La Paz,33.9446165,-114.4231413,
AZ0177,La Paz County Services,Library System,1108 Joshua Avenue,Parker,AZ,85344,(928) 669-2247,La Paz,34.1484633,-114.2899285,
AZ0027-004,Parker Public Library,Central Library,1001 South Navajo Avenue,Parker,AZ,85344,(928) 669-2622,La Paz,34.1477387,-114.2952888,
AZ0027,Parker Public Library,Library System,1001 South Navajo Avenue,Parker,AZ,85344,(928) 669-2622,La Paz,34.1477387,-114.2952888,
AZ0066-002,Patagonia Public Library,Central Library,346 Duquesne Avenue,Patagonia,AZ,85624,(520) 394-2010,Santa Cruz,31.5387992,-110.7539747,
AZ0066,Patagonia Public Library,Library System,346 Duquesne Avenue,Patagonia,AZ,85624,(520) 394-2010,Santa Cruz,31.5387992,-110.7539747,
AZ0127-002,Payson Public Library,Central Library,328 North Mclane Road,Payson,AZ,85541,(928) 474-9260,Gila,34.2502363,-111.328654,
AZ0127,Payson Public Library,Library System,328 North Mclane Road,Payson,AZ,85541,(928) 474-9260,Gila,34.2502363,-111.328654,
AZ0173-001,Edward Mcelwain Memorial Library,Central Library,460 Hualapai Way,Peach Springs,AZ,86434,(928) 769-2200,Mohave,35.5383166,-113.4205466,
AZ0173,The Edward Mcelwain Memorial Library,Library System,460 Hualapai Way,Peach Springs,AZ,86434,(928) 769-2200,Mohave,35.5383166,-113.4205466,
AZ0009-007,Sunsites Community Library,Branch Library,210 North Ford Road,Pearce,AZ,85625,(520) 826-3866,Cochise,31.9394181,-109.8327815,
AZ0088,Peoria Public Library System,Library System,8463 West Monroe Street,Peoria,AZ,85345,(623) 773-7557,Maricopa,33.5769622,-112.2413096,
AZ0088-002,Peoria Public Main Library,Central Library,8463 West Monroe Street,Peoria,AZ,85345,(623) 773-7555,Maricopa,33.5769622,-112.2413096,
AZ0088-003,Sunrise Mountain Branch Library,Branch Library,21109 North 98Th Avenue,Peoria,AZ,85382,(623) 773-8650,Maricopa,33.67542,-112.269153,
AZ0035-006,Harmon Library,Branch Library,1325 South 5Th Avenue,Phoenix,AZ,85003,(602) 262-4636,Maricopa,33.435761,-112.0798846,STREET_ADDRESS: ROOFTOP
AZ0035-002,Burton Barr Central Library,Central Library,1221 North Central Avenue,Phoenix,AZ,85004,(602) 262-4636,Maricopa,33.4625669,-112.0730634,
AZ0028,Maricopa County Library District Office,Library System,2700 North Central Avenue Suite 700,Phoenix,AZ,85004,(602) 652-3030,Maricopa,33.4780203,-112.0743083,
AZ0035,Phoenix Public Library,Library System,1221 North Central Avenue,Phoenix,AZ,85004,(602) 262-6157,Maricopa,33.4625669,-112.0730634,
AZ0035-011,Saguaro Library,Branch Library,2808 North 46Th Street,Phoenix,AZ,85008,(602) 262-4636,Maricopa,33.4787107,-111.9829218,
AZ0035-012,Yucca Library,Branch Library,5648 North 15Th Avenue,Phoenix,AZ,85015,(602) 262-4636,Maricopa,33.5198479,-112.0916916,
AZ0035-004,Century Library,Branch Library,1750 East Highland Avenue,Phoenix,AZ,85016,(602) 262-4636,Maricopa,33.5060239,-112.0434158,
AZ0035-003,Acacia Library,Branch Library,750 East Townley Avenue,Phoenix,AZ,85020,(602) 262-4636,Maricopa,33.5662691,-112.0630207,
AZ0035-007,Juniper Library,Branch Library,1825 West Union Hills Drive,Phoenix,AZ,85027,(602) 262-4636,Maricopa,33.6543048,-112.0983815,STREET_ADDRESS: ROOFTOP
AZ0035-010,Palo Verde Library,Branch Library,4402 North 51St Avenue,Phoenix,AZ,85031,(602) 262-4636,Maricopa,33.500521,-112.172232,
AZ0035-008,Mesquite Library,Branch Library,4525 Paradise Village Parkway North,Phoenix,AZ,85032,(602) 262-4636,Maricopa,33.6049423,-111.983718,
AZ0035-014,Desert Sage Library,Branch Library,7602 West Encanto Boulevard,Phoenix,AZ,85035,(602) 262-4636,Maricopa,33.473937,-112.223592,
AZ0035-009,Ocotillo Library,Branch Library,102 West Southern Avenue,Phoenix,AZ,85041,(602) 262-4636,Maricopa,33.3925734,-112.0747032,STREET_ADDRESS: ROOFTOP
AZ0035-018,South Mountain Community Library,Branch Library,7050 South 24Th Street,Phoenix,AZ,85042,(602) 262-4636,Maricopa,33.3826476,-112.0344281,
AZ0035-013,Ironwood Library,Branch Library,4333 East Chandler Boulevard,Phoenix,AZ,85048,(602) 262-4636,Maricopa,33.3051376,-111.989835,
AZ0035-005,Cholla Library,Branch Library,10050 Metro Parkway East,Phoenix,AZ,85051,(602) 262-4636,Maricopa,33.5779325,-112.1187059,
AZ0035-017,Agave Library,Branch Library,23550 North 36Th Avenue,Phoenix,AZ,85310,(602) 262-4636,Maricopa,33.6994097,-112.1399435,
AZ0035-015,Desert Broom Library,Branch Library,29710 North Cave Creek Road,Phoenix,AZ,85331,(602) 262-4636,Maricopa,33.7543851,-111.9922986,
AZ0035-016,Cesar Chavez Library,Branch Library,3635 West Baseline Road,Phoenix,AZ,85339,(602) 262-4636,Maricopa,33.3767277,-112.1386706,
AZ0106-002,Pima Public Library,Central Library,50 South 200 West,Pima,AZ,85543,(928) 485-2822,Graham,32.8950776,-109.8318998,
AZ0106,Pima Public Library,Library System,50 South 200 West,Pima,AZ,85543,(928) 485-2822,Graham,32.8950776,-109.8318998,
AZ0128-002,Isabelle Hunt Memorial Public Library,Central Library,6124 North Randall Place,Pine,AZ,85544,(928) 476-3678,Gila,34.3880548,-111.4638402,
AZ0128,Isabelle Hunt Memorial Public Library,Library System,6124 North Randall Place,Pine,AZ,85544,(928) 476-3678,Gila,34.3880548,-111.4638402,
AZ0161,Larson Memorial Public Library,Library System,1595 Johnson Drive,Pinetop-Lakeside,AZ,85929,(928) 368-6688,Navajo,34.1486171,-109.9717834,
AZ0009-005,Myrtle Kraft Library,Branch Library,2393 South Rock House Road,Portal,AZ,85632,(520) 558-2468,Cochise,31.9117244,-109.1430213,
AZ0100-005,Office Of Navajo Nation Library,Central Library,Highway 264,"Post Office Loop Road, Window Rock",AZ,86515,(928) 871-6376,Apache,35.6593379,-109.0580718,
AZ0067,Yavapai County Free Library District,Library System,1971 Commerce Center Circle Suite D,Prescott,AZ,86301,(928) 771-3191,Yavapai,34.591347,-112.430365,
AZ0180,Yavapai-Prescott Tribal Library,Library System,530 Merritt Avenue,Prescott,AZ,86301,(928) 777-9448,Yavapai,34.55498,-112.4749839,
AZ0180-001,Yavapai-Prescott Tribal Library,Central Library,530 East Merritt Street,Prescott,AZ,86301,(928) 778-9445,Yavapai,34.5549842,-112.4662022,
AZ0158-002,Prescott Gateway Branch Library,Branch Library,3250 Gateway Boulevard,Prescott,AZ,86303,(928) 777-1530,Yavapai,34.5486003,-112.4083237,
AZ0158-003,Prescott Public Library,Central Library,215 East Goodwin Street,Prescott,AZ,86303,(928) 777-1500,Yavapai,34.539579,-112.466629,
AZ0158,Prescott Public Library,Library System,215 East Goodwin Street,Prescott,AZ,86303,(928) 777-1523,Yavapai,34.539579,-112.466629,
AZ0154,Prescott Valley Public Library,Library System,7401 East Civic Circle,Prescott Valley,AZ,86314,(928) 759-3041,Yavapai,34.5953839,-112.3349178,
AZ0104-002,Quartzsite Public Library,Central Library,465 North Plymouth Avenue,Quartzsite,AZ,85346,(928) 927-6593,La Paz,33.6753301,-114.2084968,
AZ0104,Quartzsite Public Library,Library System,465 North Plymouth Avenue,Quartzsite,AZ,85346,(928) 927-6593,La Paz,33.6753301,-114.2084968,
AZ0028-009,Queen Creek Branch Library,Branch Library,21802 South Ellsworth Road,Queen Creek,AZ,85142,(602) 652-3000,Maricopa,33.2502604,-111.6354276,
AZ0067-023,Beaver Creek Public School Library,Branch Library,4810 East Beaver Creek Road,Rimrock,AZ,86335,(928) 567-4034,Yavapai,34.6560043,-111.7657134,
AZ0065-002,Rio Rico Library,Branch Library,1060 Yavapai Drive,Rio Rico,AZ,85648,(520) 281-8067,Santa Cruz,31.4643215,-110.9973626,
AZ0176-001,Ira H. Hayes Memorial Library,Central Library,94 North Church Street,Sacaton,AZ,85147,(520) 562-3225,Pinal,33.0775256,-111.7428047,
AZ0176,Ira H. Hayes Memorial Library,Library System,94 North Church Street,Sacaton,AZ,85147,(520) 562-3225,Pinal,33.0775256,-111.7428047,
AZ0026-003,Safford City - Graham County Library,Central Library,808 South 7Th Avenue,Safford,AZ,85546,(928) 348-3202,Graham,32.8310874,-109.7154749,
AZ0026,Safford City - Graham County Library,Library System,808 South 7Th Avenue,Safford,AZ,85546,(928) 348-3202,Graham,32.8310874,-109.7154749,
AZ0064-029,Sahuarita,Branch Library,725 West Via Rancho Sahuarita,Sahuarita,AZ,85629,(520) 594-5490,Pima,31.9567225,-110.9802285,
AZ0177-002,Centennial Public Library,Branch Library,69725 Centennial Road,Salome,AZ,85348,(928) 859-4271,La Paz,33.7636712,-113.5749301,
